;cam:dataFim;cam:dataInicio;cam:descricaoCausaFimExercicio;cam:idCadastroParlamentarAnterior;cam:idCausaFimExercicio;cam:siglaUFRepresentacao;cam:situacaoExercicio;org:hasMember;org:role;slp:resource_uri_x;cam:dataFalecimento;cam:dataNascimento;cam:email;cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;cam:nomeProfissao;cam:sexo;slp:old_resource_uri;slp:resource_uri_y
151;;2015-02-01;;;;SP;Titular;5f00b0db-3fc0-4b54-bb5c-bfde1271826b;b27beba7-ca02-4041-a9e0-1793bcd141fe;ef36e842-699c-4ffe-bd22-887a79c285cb;;1968-05-05;dep.antoniobulhoes@camara.gov.br;141383;ANTONIO CARLOS MARTINS DE BULHÕES;ANTONIO BULHÕES;;M;f385acd8b8d64666bf44d417fb53ccdb;5f00b0db-3fc0-4b54-bb5c-bfde1271826b
152;;2015-02-01;;;;SP;Titular;43a0bfe7-94a9-4214-8037-604229fd31b4;b27beba7-ca02-4041-a9e0-1793bcd141fe;50fbb638-1c86-4b53-9d5b-7a17c044aa22;;1951-02-23;dep.dr.sinvalmalheiros@camara.gov.br;178830;SINVAL MALHEIROS PINTO JÚNIOR;DR. SINVAL MALHEIROS;;M;d082a74b05ba59ce81514ca44da3cae5;43a0bfe7-94a9-4214-8037-604229fd31b4
153;;2015-02-01;;;;PE;Titular;44092a3e-7650-496f-a091-bd07edb26fef;b27beba7-ca02-4041-a9e0-1793bcd141fe;36e9da28-e24f-44f4-a879-50394f0606d3;;1951-05-09;dep.jorgecortereal@camara.gov.br;160572;JORGE WICKS CÔRTE REAL;JORGE CÔRTE REAL;;M;21cfe36551f480fe9a985d9e46593127;44092a3e-7650-496f-a091-bd07edb26fef
154;;2015-02-01;;;;SC;Titular;c54f736f-da1a-41d7-a1ee-0e7fd9e0edf5;b27beba7-ca02-4041-a9e0-1793bcd141fe;c9667acc-1c5b-4be7-83bf-1621e37d6d13;;1963-03-10;dep.pedrouczai@camara.gov.br;160604;PEDRO FRANCISCO UCZAI;PEDRO UCZAI;;M;321802179689ac978235e286f191088c;c54f736f-da1a-41d7-a1ee-0e7fd9e0edf5
155;;2015-02-01;;;;MG;Titular;8f386c85-d6dc-4df0-83a3-15e2613558f8;b27beba7-ca02-4041-a9e0-1793bcd141fe;fb2815dd-028f-4a2d-816d-63747604c68e;;1963-06-21;dep.pauloabiackel@camara.gov.br;141516;PAULO ABI-ACKEL;PAULO ABI-ACKEL;Advogado(a);M;657abb02ed52ac2b3c88271820f8c39c;8f386c85-d6dc-4df0-83a3-15e2613558f8
156;;2015-02-01;;;;MG;Titular;962e9f3b-f383-4d85-9281-a6d9d85fbde7;b27beba7-ca02-4041-a9e0-1793bcd141fe;d6c9b0cb-b20d-4611-b45c-f16858a3622c;;1957-09-12;dep.luizfernandofaria@camara.gov.br;141487;LUIZ FERNANDO RAMOS FARIA;LUIZ FERNANDO FARIA;;M;0477ca3050c822e5b7326166839c6af3;962e9f3b-f383-4d85-9281-a6d9d85fbde7
157;;2015-02-01;;;;BA;Titular;8777decd-f4b3-440b-a070-b8818934a3d8;b27beba7-ca02-4041-a9e0-1793bcd141fe;dd393107-0c6e-47ba-9df6-ac6b69b465f4;;1951-04-03;dep.robertobritto@camara.gov.br;141529;ROBERTO PEREIRA DE BRITTO;ROBERTO BRITTO;;M;bbe5b72ef1b59ede478dbe63e7f76c19;8777decd-f4b3-440b-a070-b8818934a3d8
158;;2015-02-01;;;;BA;Titular;3206b50c-9649-4c52-91b0-7422aa27aa1c;b27beba7-ca02-4041-a9e0-1793bcd141fe;43151696-c6eb-42b6-b2ac-f040ba86f98c;;1962-06-09;dep.bebeto@camara.gov.br;178834;ADALBERTO SOUZA GALVÃO;BEBETO;;M;e82f4f7b33df6acd462238263fa77842;3206b50c-9649-4c52-91b0-7422aa27aa1c
159;;2015-02-01;;;;SP;Titular;f294acdc-4675-41e5-9207-57171f5e18b4;b27beba7-ca02-4041-a9e0-1793bcd141fe;f71a7870-6d3f-4bfc-b716-cb12be713eb0;;1972-06-09;dep.baleiarossi@camara.gov.br;178975;LUIZ FELIPE BALEIA TENUTO ROSSI;BALEIA ROSSI;Empresário;M;d4d31f7fb4c5e096bd6724ce681a14c8;f294acdc-4675-41e5-9207-57171f5e18b4
160;;2015-02-01;;;;MA;Titular;6087f0cd-dc13-48f6-929e-31e9df74c012;b27beba7-ca02-4041-a9e0-1793bcd141fe;075af181-d03d-4759-a87e-13b842ff5e30;;1984-11-06;dep.juscelinofilho@camara.gov.br;178886;JOSE JUSCELINO DOS SANTOS REZENDE FILHO;JUSCELINO FILHO;Empresário, Médico(a);M;d365b0d59e74749f7d0ce2082bd2303c;6087f0cd-dc13-48f6-929e-31e9df74c012
161;;2015-02-01;;;;MG;Titular;3eab600d-4b20-4764-85f0-646dff5db76d;b27beba7-ca02-4041-a9e0-1793bcd141fe;a7991e5b-c5d0-4250-a98b-2a8383aab393;;1983-06-06;dep.gabrielguimaraes@camara.gov.br;129037;GABRIEL GUIMARÃES DE ANDRADE;GABRIEL GUIMARÃES;;M;0ef078f0b92d1c9e7d08ca8e35ce892f;3eab600d-4b20-4764-85f0-646dff5db76d
162;;2015-02-01;;;;BA;Titular;dfb9e9d8-d30b-4110-93fa-b9614d14e947;b27beba7-ca02-4041-a9e0-1793bcd141fe;82432bf7-b02e-4dbf-aa8c-63ee61471822;;1969-01-17;dep.antoniobrito@camara.gov.br;160553;ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO;ANTONIO BRITO;;M;d734ba0e976ad4ae7ea818e58b9a0d7b;dfb9e9d8-d30b-4110-93fa-b9614d14e947
163;;2015-02-01;;;;CE;Titular;dd5e226d-3f6c-42b5-918c-bddd32d014a4;b27beba7-ca02-4041-a9e0-1793bcd141fe;88e45b22-6d55-4ed9-ace2-6a42f87d812a;;1960-05-28;dep.macedo@camara.gov.br;178867;JOSE MARIA MACEDO JUNIOR;MACEDO;Empresário;M;2babd3af181a4ea8c24d50098ce11aa0;dd5e226d-3f6c-42b5-918c-bddd32d014a4
164;;2015-02-01;;;;PR;Titular;a2d363d5-e3ff-4dfb-8ef8-d6773a583e1b;b27beba7-ca02-4041-a9e0-1793bcd141fe;73717c01-fe12-44d3-bb9c-aed8b23783cc;;1976-05-22;dep.joaoarruda@camara.gov.br;160573;JOÃO JOSÉ DE ARRUDA JÚNIOR;JOÃO ARRUDA;;M;940042b910192a5427453493232e8b11;a2d363d5-e3ff-4dfb-8ef8-d6773a583e1b
165;;2015-02-01;;;;PA;Titular;d22e94d6-5bd8-4a56-a048-1c0c9552ae25;b27beba7-ca02-4041-a9e0-1793bcd141fe;afb7379e-d52f-452e-8c84-39813a426c1a;;1957-05-26;dep.edmilsonrodrigues@camara.gov.br;134812;EDMILSON BRITO RODRIGUES;EDMILSON RODRIGUES;Professor(a);M;d9bf6fe442672e12269460b42f2cb90b;d22e94d6-5bd8-4a56-a048-1c0c9552ae25
166;;2015-02-01;;;;MG;Titular;a3503bc9-11bc-4e74-aa77-817d5e0e297e;b27beba7-ca02-4041-a9e0-1793bcd141fe;8a5c974a-ff56-4399-a5a4-b3cb31b3868c;;1957-03-25;dep.domingossavio@camara.gov.br;160758;DOMINGOS SÁVIO CAMPOS RESENDE;DOMINGOS SÁVIO;;M;26027efd249f7e4d66a7538c07f5be6f;a3503bc9-11bc-4e74-aa77-817d5e0e297e
167;;2015-02-01;;;;CE;Titular;560ef089-6c53-4990-b2b1-9fd4eae9cb76;b27beba7-ca02-4041-a9e0-1793bcd141fe;77ab6869-19e4-47c1-ae12-cb20c3df14cf;;1959-02-13;dep.joseguimaraes@camara.gov.br;141470;JOSÉ NOBRE GUIMARÃES;JOSÉ GUIMARÃES;;M;a8c19a4ea2b5a75fb4987e9b33a02d92;560ef089-6c53-4990-b2b1-9fd4eae9cb76
168;;2015-02-01;;;;SP;Titular;fc7a41eb-e480-4a30-9e2c-5ac0c058df8a;b27beba7-ca02-4041-a9e0-1793bcd141fe;7d542d33-3e3a-4229-a3fa-f3c209b1bceb;;1967-09-14;dep.marcelosquassoni@camara.gov.br;118594;MARCELO SQUASSONI;MARCELO SQUASSONI;Bacharel em Direito;M;57c41ef21c00df4eafa73e73b5ecfe61;fc7a41eb-e480-4a30-9e2c-5ac0c058df8a
169;;2015-02-01;;;;GO;Titular;05838a0e-13d8-478a-89bb-592d78142727;b27beba7-ca02-4041-a9e0-1793bcd141fe;6cff87ab-61df-47f0-842a-5747b2007306;;1944-05-24;dep.robertobalestra@camara.gov.br;73674;ROBERTO EGÍDIO BALESTRA;ROBERTO BALESTRA;;M;109a32f34c2d6493352547d01e3ac1d4;05838a0e-13d8-478a-89bb-592d78142727
170;;2015-02-01;;;;SP;Titular;872129c1-c736-4388-9a5b-f5396b80b146;b27beba7-ca02-4041-a9e0-1793bcd141fe;9f1e9f20-06bd-4342-9caa-ecd36079d17e;;1979-08-22;dep.alexmanente@camara.gov.br;178972;ALEX SPINELLI MANENTE;ALEX MANENTE;Bacharel  em Direito;M;95790d526cceac0ff7d0947aa429a486;872129c1-c736-4388-9a5b-f5396b80b146
171;;2015-02-01;;;;MG;Titular;10c5166f-8342-435e-b251-c6743076e0ac;b27beba7-ca02-4041-a9e0-1793bcd141fe;7eb24159-b0c2-4c07-8e2a-26d6176fd7ac;;1987-06-12;dep.marceloaro@camara.gov.br;146788;MARCELO GUILHERME DE ARO FERREIRA;MARCELO ARO;Jornalista;M;3d8c9996fc2e529c6a2c50d5506a56c7;10c5166f-8342-435e-b251-c6743076e0ac
172;;2015-02-01;;;;SP;Titular;8006ad37-bc66-4b30-abb4-b3915c51dfda;b27beba7-ca02-4041-a9e0-1793bcd141fe;2e2d7cf4-9441-4d81-a7c1-2132b7573d40;;1955-01-03;dep.jorgetadeumudalen@camara.gov.br;73535;JORGE TADEU MUDALEN;JORGE TADEU MUDALEN;;M;ba72072cde69568561b124f07836c834;8006ad37-bc66-4b30-abb4-b3915c51dfda
173;;2015-02-01;;;;PE;Titular;b2068c04-dad3-4fe5-8bb3-5d1f28697945;b27beba7-ca02-4041-a9e0-1793bcd141fe;1ade2b1f-8f77-4153-87e4-a125ac59caa9;;1965-10-18;dep.ricardoteobaldo@camara.gov.br;178920;RICARDO TEOBALDO CAVALCANTI;RICARDO TEOBALDO;;M;571a46da68a2dd4cf64a8f5f761a033d;b2068c04-dad3-4fe5-8bb3-5d1f28697945
174;;2015-02-01;;;;RJ;Titular;c13905e3-c4aa-4b95-96de-4c6a79c355f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;eabc760a-fffb-44f8-818a-d18e2305244a;;1978-12-26;dep.felipebornier@camara.gov.br;141430;FELIPE LEONE BORNIER DE OLIVEIRA;FELIPE BORNIER;;M;3e16bcff990faf918120f2b61bcf105a;c13905e3-c4aa-4b95-96de-4c6a79c355f6
175;;2015-02-01;;;;GO;Titular;734c1700-c77c-4be5-975d-56a2d6a99d1e;b27beba7-ca02-4041-a9e0-1793bcd141fe;5326c85b-b533-40e5-acd4-0ce2e1f6c0af;;1959-09-19;dep.celiosilveira@camara.gov.br;178876;CELIO ANTONIO DA SILVEIRA;CÉLIO SILVEIRA;Médico(a);M;1a0625c920a8b41b3f0086957bfee416;734c1700-c77c-4be5-975d-56a2d6a99d1e
176;;2015-02-01;;;;BA;Titular;69fbe0c4-da8f-4545-955e-2cf09a9a8568;b27beba7-ca02-4041-a9e0-1793bcd141fe;61abb146-66d3-45c5-b87c-f69e06d8e4d3;;1952-11-28;dep.paulomagalhaes@camara.gov.br;74574;PAULO SÉRGIO PARANHOS DE MAGALHÃES;PAULO MAGALHÃES;;M;c2dce304dd45feeba24c856a3d3ad621;69fbe0c4-da8f-4545-955e-2cf09a9a8568
177;;2015-02-01;;;;RN;Titular;1d275543-5039-4f0c-a446-64d8330dd4ab;b27beba7-ca02-4041-a9e0-1793bcd141fe;fde42781-4dc7-4db1-b469-9b7786ba1ebf;;1962-05-26;dep.antoniojacome@camara.gov.br;178950;ANTONIO JACOME DE LIMA JUNIOR;ANTÔNIO JÁCOME;Advogado(a), Médico(a), Teólogo;M;894a58f2b700592ab6608ea9a3859ee5;1d275543-5039-4f0c-a446-64d8330dd4ab
178;;2015-02-01;;;;RJ;Titular;7db45be7-f9f9-4d37-8d5a-26e54764cbb4;b27beba7-ca02-4041-a9e0-1793bcd141fe;11b2cd4d-2863-437e-bdb9-86cf3189be7d;;1968-09-13;dep.altineucortes@camara.gov.br;178937;ALTINEU CÔRTES FREITAS COUTINHO;ALTINEU CÔRTES;Empresário;M;b9fea208134c8c4e1f82578803bcb948;7db45be7-f9f9-4d37-8d5a-26e54764cbb4
179;;2015-02-01;;;;MG;Titular;46a5e0ba-6c76-4752-b82b-99b25008873a;b27beba7-ca02-4041-a9e0-1793bcd141fe;b264b410-5540-4fcd-86e8-4dfa4f52a47b;;1958-08-25;dep.eduardobarbosa@camara.gov.br;74655;EDUARDO LUIZ BARROS BARBOSA;EDUARDO BARBOSA;;M;ed53efc37e0fb95f83f753d9ab2e67f5;46a5e0ba-6c76-4752-b82b-99b25008873a
180;;2015-02-01;;;;MG;Titular;9443d53d-e1d2-4a70-a198-3d2091dff56d;b27beba7-ca02-4041-a9e0-1793bcd141fe;ae413079-5f32-49ce-abda-d8d7ef05bf81;;1976-11-03;dep.rodrigopacheco@camara.gov.br;178897;RODRIGO OTAVIO SOARES PACHECO;RODRIGO PACHECO;Advogado(a);M;4e3a3fb1ca46b5f33c874ca4d073b663;9443d53d-e1d2-4a70-a198-3d2091dff56d
181;;2015-02-01;;;;AL;Titular;fb7a3b70-c24f-48b7-9a16-ac2303f70a12;b27beba7-ca02-4041-a9e0-1793bcd141fe;e9318be6-86e0-4fd1-8048-f0dea09b7321;;1949-04-25;dep.ronaldolessa@camara.gov.br;178845;RONALDO AUGUSTO LESSA SANTOS;RONALDO LESSA;Engenheiro Civil;M;4230389313cf51b6d0b65e1641e48bd3;fb7a3b70-c24f-48b7-9a16-ac2303f70a12
182;;2015-02-01;;;;PE;Titular;73c1bbee-90d5-49e9-acf5-6a515de562c7;b27beba7-ca02-4041-a9e0-1793bcd141fe;aed478f3-8011-42d6-b260-e17c4af85c71;;1979-08-22;dep.joaofernandocoutinho@camara.gov.br;178917;JOAO FERNANDO PONTUAL COUTINHO;JOÃO FERNANDO COUTINHO;;M;bcb329ffc9b79ced7f5075e11bd7bc59;73c1bbee-90d5-49e9-acf5-6a515de562c7
183;;2015-02-01;;;;BA;Titular;2e6e8c4e-5c6c-4caa-8f2d-419d2e7dbd30;b27beba7-ca02-4041-a9e0-1793bcd141fe;94317cb4-a2fb-4b58-90c9-a73bf1a53b7b;;1947-12-09;dep.josecarlosaleluia@camara.gov.br;74553;JOSÉ CARLOS ALELUIA COSTA;JOSÉ CARLOS ALELUIA;Engenheiro Elétrico, Professor Universitário;M;100005d24c826be0e1f52976aec76a09;2e6e8c4e-5c6c-4caa-8f2d-419d2e7dbd30
184;;2015-02-01;;;;SP;Titular;1d3dfcfc-7cb8-46ba-974c-b35142db9bbb;b27beba7-ca02-4041-a9e0-1793bcd141fe;20cc1f32-2b71-4d2b-af28-898e7b615411;;1958-07-28;dep.joaopaulopapa@camara.gov.br;178988;JOAO PAULO TAVARES PAPA;JOÃO PAULO PAPA;Engenheiro, Professor(a);M;dbe3e9b5c862394c98aff5b8dfbbe705;1d3dfcfc-7cb8-46ba-974c-b35142db9bbb
185;;2015-02-01;;;;PE;Titular;8beacc68-f565-417c-b0c6-c7f4e3c8d548;b27beba7-ca02-4041-a9e0-1793bcd141fe;787bc160-d2b9-47ad-863a-03dd3a4fe7f0;;1946-04-26;dep.gonzagapatriota@camara.gov.br;74419;LUIZ GONZAGA PATRIOTA;GONZAGA PATRIOTA;;M;fc92b34cc2f1b74953af3b184dcff2e4;8beacc68-f565-417c-b0c6-c7f4e3c8d548
186;;2015-02-01;;;;PR;Titular;cf5bd656-96fa-43d6-b509-1493ca91da74;b27beba7-ca02-4041-a9e0-1793bcd141fe;54f250e7-842b-4482-8cd8-5b4023a302b8;;1978-06-21;dep.zecadirceu@camara.gov.br;160592;JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA;ZECA DIRCEU;;M;36dd559fe2da0ffc1f44d3a02f071e1d;cf5bd656-96fa-43d6-b509-1493ca91da74
187;;2015-02-01;;;;RJ;Titular;8d2c65ef-caba-4baf-8560-f5a77697d46b;b27beba7-ca02-4041-a9e0-1793bcd141fe;7f9f965d-4bb7-4569-8ba1-91bc98c994ca;;1935-12-08;dep.simaosessim@camara.gov.br;73424;SIMÃO SESSIM;SIMÃO SESSIM;;M;e6950e7cf2a6f0ef63a594ad5e49a44f;8d2c65ef-caba-4baf-8560-f5a77697d46b
188;;2015-02-01;;;;MG;Titular;7209fb39-3a25-4d05-a3f0-c0d7802c0670;b27beba7-ca02-4041-a9e0-1793bcd141fe;60d5f838-4c7e-4b34-b6a1-e3202f90e907;;1952-03-26;dep.saraivafelipe@camara.gov.br;74762;JOSÉ SARAIVA FELIPE;SARAIVA FELIPE;;M;a0fc3f0cf0f134e5dbfd1338623b893b;7209fb39-3a25-4d05-a3f0-c0d7802c0670
189;;2015-02-01;;;;AP;Titular;e1825246-79de-472f-8879-4cfb8f9de997;b27beba7-ca02-4041-a9e0-1793bcd141fe;30cbbcbd-90b7-4749-b1c3-0b5216b5e121;;1964-03-06;dep.cabucuborges@camara.gov.br;105112;LUIZ GIONILSON PINHEIRO BORGES;CABUÇU BORGES;Comunicador de Rádio, Economista;M;d9fe6c0ed154f7ce3d3df6347364a2cd;e1825246-79de-472f-8879-4cfb8f9de997
190;;2015-02-01;;;;AM;Titular;d1a9c882-05d3-4cd6-b1ce-e92be7356dce;b27beba7-ca02-4041-a9e0-1793bcd141fe;d3cf953d-03f2-454b-ad49-3190eb94ac90;;1950-11-22;dep.atilalins@camara.gov.br;74090;ÁTILA SIDNEY LINS ALBUQUERQUE;ÁTILA LINS;;M;5c2d38915382aa0de66b437d97491556;d1a9c882-05d3-4cd6-b1ce-e92be7356dce
191;;2015-02-01;;;;PB;Titular;2650acb3-3df6-4640-9a5b-bec3d8c737a3;b27beba7-ca02-4041-a9e0-1793bcd141fe;bf568d04-20f5-4c71-812a-b1209b0485e9;;1969-02-13;dep.aguinaldoribeiro@camara.gov.br;160527;AGUINALDO VELLOSO BORGES RIBEIRO;AGUINALDO RIBEIRO;;M;763cbe309ac7581476388a53524c117d;2650acb3-3df6-4640-9a5b-bec3d8c737a3
192;;2015-02-01;;;;PR;Titular;73cc6c40-2f56-4829-8471-7a48bc3caa05;b27beba7-ca02-4041-a9e0-1793bcd141fe;4dadeeb1-d7c8-44de-adcd-93c418321cd7;;1948-05-23;dep.rubensbueno@camara.gov.br;73466;RUBENS BUENO;RUBENS BUENO;;M;c4485801ecca8295839fd6ad4c246882;73cc6c40-2f56-4829-8471-7a48bc3caa05
193;;2015-02-01;;;;PA;Titular;fa0c89ca-4193-4836-9939-af542827e1d8;b27beba7-ca02-4041-a9e0-1793bcd141fe;597ba471-8472-4834-9df7-7b80ac021198;;1972-12-27;dep.luciovale@camara.gov.br;141484;LÚCIO DUTRA VALE;LÚCIO VALE;;M;eea74c5760f313e17b071430ef02051e;fa0c89ca-4193-4836-9939-af542827e1d8
194;;2015-02-01;;;;BA;Titular;fe7d2618-8325-486b-9a80-416036b3e970;b27beba7-ca02-4041-a9e0-1793bcd141fe;03713f28-3814-45e7-a592-b940128e54bf;;1960-01-05;dep.ronaldocarletto@camara.gov.br;178861;RONALDO CARLETTO;RONALDO CARLETTO;Empresário de Transporte;M;75de7a06dc5a7e3edc009d407c1bd6a9;fe7d2618-8325-486b-9a80-416036b3e970
195;;2015-02-01;;;;SP;Titular;a07ca203-8ac6-45f3-b6f2-618ff1099a23;b27beba7-ca02-4041-a9e0-1793bcd141fe;4bff6497-a91d-4a20-818d-bd40d474202d;;1982-10-14;dep.guilhermemussi@camara.gov.br;160667;GUILHERME MUSSI FERREIRA;GUILHERME MUSSI;;M;a1a4e0cac6bbea6ed1032e68320e5007;a07ca203-8ac6-45f3-b6f2-618ff1099a23
196;;2015-02-01;;;;MA;Titular;c633c11a-a28f-4583-b01a-344753b0d32a;b27beba7-ca02-4041-a9e0-1793bcd141fe;8a4b937f-7e47-4443-83e6-ab44b6f25166;;1961-11-11;dep.aluisiomendes@camara.gov.br;178881;ALUISIO GUIMARAES MENDES FILHO;ALUISIO MENDES;Funcionário Público Federal;M;b12648455fa547b956c227b72dee0be4;c633c11a-a28f-4583-b01a-344753b0d32a
197;;2015-02-01;;;;BA;Titular;5d5c500d-5bf6-4d0b-b48d-73cc230f4d6a;b27beba7-ca02-4041-a9e0-1793bcd141fe;5fdc0d68-f263-42b7-b217-c4e0957d406e;;1950-12-18;dep.josenunes@camara.gov.br;160619;JOSÉ NUNES SOARES;JOSÉ NUNES;;M;93f13260ec8f61ebbad05c1e5e5a4dbe;5d5c500d-5bf6-4d0b-b48d-73cc230f4d6a
198;;2015-02-01;;;;SP;Titular;20a13a66-4616-478a-bd5f-8641c9d860b5;b27beba7-ca02-4041-a9e0-1793bcd141fe;2942a7cf-d2cb-4bb3-8d96-20031995c1e4;;1959-06-08;dep.carloszarattini@camara.gov.br;141398;CARLOS ALBERTO ROLIM ZARATTINI;CARLOS ZARATTINI;;M;c7fdb111874a5404f36f421943d468a1;20a13a66-4616-478a-bd5f-8641c9d860b5
199;;2015-02-01;;;;MT;Titular;90a260a3-1728-468e-bb08-06f99f3334d9;b27beba7-ca02-4041-a9e0-1793bcd141fe;0ec9b6b0-4e92-41ca-9bd7-9b9b3d9ab389;;1963-04-11;dep.saguasmoraes@camara.gov.br;160630;SÁGUAS MORAES SOUSA;SÁGUAS MORAES;;M;90cc86650f3e53dc81de3df1cd32fa69;90a260a3-1728-468e-bb08-06f99f3334d9
200;;2015-02-01;;;;SE;Titular;636a8cf1-2287-4694-9355-e6e2c71cc43f;b27beba7-ca02-4041-a9e0-1793bcd141fe;4930f84b-469a-48a2-b7b8-37515bc433b2;;1977-02-24;dep.fabiomitidieri@camara.gov.br;178969;FABIO CRUZ MITIDIERI;FÁBIO MITIDIERI;;M;c7a46ad01549823f81660e1ec33a46d3;636a8cf1-2287-4694-9355-e6e2c71cc43f
201;;2015-02-01;;;;SP;Titular;a49c70d2-73ef-4f1d-9a3e-486a3fc24829;b27beba7-ca02-4041-a9e0-1793bcd141fe;40b6aba6-18a5-4f62-b972-e1d3c18b3aea;;1964-01-29;dep.miguellombardi@camara.gov.br;178985;MIGUEL LOMBARDI;MIGUEL LOMBARDI;Corretor de Imóveis;M;d8e02f3e991b05e1ec87cca8c1d735bb;a49c70d2-73ef-4f1d-9a3e-486a3fc24829
202;;2015-02-01;;;;GO;Titular;a84c5cdf-fca7-4da2-8e55-da7f8344a677;b27beba7-ca02-4041-a9e0-1793bcd141fe;9eaed62e-6d96-4a5f-9e1b-406cd274248b;;1957-01-14;dep.giuseppevecci@camara.gov.br;178878;GIUSEPPE VECCI;GIUSEPPE VECCI;Economista;M;f7605c1716702d56c425194b9b49296a;a84c5cdf-fca7-4da2-8e55-da7f8344a677
203;;2015-02-01;;;;RJ;Titular;812238fb-3537-44d5-a0ff-80fc49a451c1;b27beba7-ca02-4041-a9e0-1793bcd141fe;9eafc31e-9267-4bac-b77a-eb4858fc0a9c;;1961-07-29;dep.otavioleite@camara.gov.br;141515;OTAVIO SANTOS SILVA LEITE;OTAVIO LEITE;;M;010f1a0f5aa4c9648a4b6989644ceffb;812238fb-3537-44d5-a0ff-80fc49a451c1
204;;2015-02-01;;;;BA;Titular;f115684f-5965-490e-a4e3-3f86401b8929;b27beba7-ca02-4041-a9e0-1793bcd141fe;a50a8c3b-40e5-48a0-8a2f-30202b728659;;1980-08-31;dep.marionegromontejr@camara.gov.br;178858;MARIO SILVIO MENDES NEGROMONTE JUNIOR;MÁRIO NEGROMONTE JR.;Bacharel em Direito;M;aa8bddf5d0e2cae0e6700f5932354224;f115684f-5965-490e-a4e3-3f86401b8929
205;;2015-02-01;;;;DF;Titular;0cc3043f-f8bc-4f2b-9594-7317f756f7bc;b27beba7-ca02-4041-a9e0-1793bcd141fe;fd7b62a6-b5af-413c-a817-9cacb299209b;;1968-08-30;dep.rogeriorosso@camara.gov.br;160426;ROGÉRIO SCHUMANN ROSSO;ROGÉRIO ROSSO;Advogado(a), Músico;M;7dd2b4ffa19a2798ef9fb9dbb5fa926d;0cc3043f-f8bc-4f2b-9594-7317f756f7bc
206;;2015-02-01;;;;MG;Titular;fae328a6-cc56-44f1-a639-30dcb7f44a9e;b27beba7-ca02-4041-a9e0-1793bcd141fe;d4e03fd2-1cf9-4b2e-ac2f-3c0a135e81ed;;1966-11-18;dep.juliodelgado@camara.gov.br;73586;JÚLIO CÉSAR DELGADO;JÚLIO DELGADO;;M;e197001045d48a1fcf3a107205c8d6ee;fae328a6-cc56-44f1-a639-30dcb7f44a9e
207;;2015-02-01;;;;RO;Titular;e0a731b5-b3f4-4644-921f-12cbdece28d2;b27beba7-ca02-4041-a9e0-1793bcd141fe;002910ba-1fa7-4f76-89f1-0d03578d94dc;;1988-10-05;dep.expeditonetto@camara.gov.br;178953;EXPEDITO GONCALVES FERREIRA NETTO;EXPEDITO NETTO;;M;764ff7d7fcdcc28451919bc6e428af37;e0a731b5-b3f4-4644-921f-12cbdece28d2
208;;2015-02-01;;;;RJ;Titular;acb498e4-c8b7-46af-a8b2-176f570ca4c1;b27beba7-ca02-4041-a9e0-1793bcd141fe;17541e92-f29f-4185-8052-44ef661f6bb3;;1975-01-16;dep.sostenescavalcante@camara.gov.br;178947;SOSTENES SILVA CAVALCANTE;SÓSTENES CAVALCANTE;Teólogo;M;421fe1881564798e609b6afc5b9189bd;acb498e4-c8b7-46af-a8b2-176f570ca4c1
209;;2015-02-01;;;;ES;Titular;0a976b2f-2118-4d03-9103-525dbcf188a5;b27beba7-ca02-4041-a9e0-1793bcd141fe;26608520-ffbd-44d1-89f4-0ba3aaac0493;;1954-04-28;dep.marcusvicente@camara.gov.br;74235;MARCUS ANTÔNIO VICENTE;MARCUS VICENTE;Advogado(a), Consultor de Empresas, Engraxate, Gestor Público, Gráfico, Jornaleiro, Representante Comercial, Secretário, Vendedor Autônomo;M;d73eb53527994b68120401ecdb74b55d;0a976b2f-2118-4d03-9103-525dbcf188a5
210;;2015-02-01;;;;BA;Titular;54e5f087-24ac-4a02-bcd9-85014c39b516;b27beba7-ca02-4041-a9e0-1793bcd141fe;2d742c92-0c5a-4cb3-b30d-5bee9dbdc43b;;1954-03-08;dep.waldenorpereira@camara.gov.br;160569;WALDENOR ALVES PEREIRA FILHO;WALDENOR PEREIRA;;M;d64d2545338ce180101c58d977a9035c;54e5f087-24ac-4a02-bcd9-85014c39b516
211;;2015-02-01;;;;RJ;Titular;06c2461b-a5e4-42e5-afba-189247d9f15c;b27beba7-ca02-4041-a9e0-1793bcd141fe;ad03f109-42b7-496c-ac68-243397c1206c;;1956-03-23;dep.paulofeijo@camara.gov.br;74017;PAULO FERNANDO FEIJO TORRES;PAULO FEIJÓ;Engenheiro Mecânico;M;cebd128b02a1771e02f5c4009d37e34a;06c2461b-a5e4-42e5-afba-189247d9f15c
212;;2015-02-01;;;;PR;Titular;6e65be86-853c-4126-9596-c3ff94e56d86;b27beba7-ca02-4041-a9e0-1793bcd141fe;76d4e01d-67fc-4f55-a238-1e9ca3d18fbf;;1942-07-23;dep.nelsonmeurer@camara.gov.br;73781;NELSON MEURER;NELSON MEURER;Agropecuarista;M;7f6c54b41a747618e71b5b31d6d3fc81;6e65be86-853c-4126-9596-c3ff94e56d86
