cam:dataFalecimento;cam:dataNascimento;cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;slnp:resource_uri
;1976-10-23;178836;ALAN RICK MIRANDA;ALAN RICK;64965d06-916a-4ef9-a8c7-886055dc979e
;1969-02-13;160527;AGUINALDO VELLOSO BORGES RIBEIRO;AGUINALDO RIBEIRO;908bcac7-6fc7-4957-9ae9-00a46ad10a37
;1987-02-10;160582;JOSÉ ALBERTO OLIVEIRA VELOSO FILHO;ALBERTO FILHO;5ff9cfe9-2fee-47b6-b7ac-a1cb282236be
;1960-10-15;160508;AFONSO BANDEIRA FLORENCE;AFONSO FLORENCE;e4e93a22-8177-400a-8231-2e8ae9d06a12
;1956-02-05;178903;ADILTON DOMINGOS SACHETTI;ADILTON SACHETTI;0a39e693-7990-4118-8637-278d778df124
;1962-04-25;136811;JOSÉ ALFONSO EBERT HAMM;AFONSO HAMM;abf442cf-ef29-40f6-8929-9a4066570ed2
;1950-01-08;178835;AFONSO ANTUNES DA MOTTA;AFONSO MOTTA;92f42906-8bf7-4ede-9623-d436a052aa3a
;1961-12-15;141372;AELTON JOSÉ DE FREITAS;AELTON FREITAS;8b012d6f-1eef-426e-b2af-921d2cb147f1
;1969-07-18;196359;ADERMIS MARINI JUNIOR;ADÉRMIS MARINI;0cad898e-314c-42ee-9bbb-5ce1578ba9dd
;1958-02-10;178914;ADALBERTO CAVALCANTI RODRIGUES;ADALBERTO CAVALCANTI;8d0f8273-6da1-42f9-8125-8fb4ab094096
;1964-09-22;178968;ADELSON BARRETO DOS SANTOS;ADELSON BARRETO;fd86d643-1fd8-426e-a8df-cd68d2ec79b9
;1963-07-11;178864;JOSE ADAIL CARNEIRO SILVA;ADAIL CARNEIRO;55df2c80-2de5-4739-b227-bcd41d1ee1f1
;1949-05-25;178890;ADELMO CARNEIRO LEAO;ADELMO CARNEIRO LEÃO;cc98fbfb-234a-4cac-98f7-2b45bdfdd530
;1949-08-22;74213;ANTONIO BALHMANN CARDOSO NUNES FILHO;ANTONIO BALHMANN;afecd733-1fa9-4a4b-b639-5302baec6ad9
;1969-01-17;160553;ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO;ANTONIO BRITO;2dd6db55-28c2-4607-8784-d8f45f9e2177
;1964-05-30;133374;ADEMIR CAMILO PRATES RODRIGUES;ADEMIR CAMILO;a287ed45-5fa2-459d-a807-00032c1e5c83
;1955-02-19;178837;RAIMUNDO ANGELIM VASCONCELOS;ANGELIM;9fa16f07-1fa8-432c-a3e4-6ac61dd14055
;1953-06-07;74212;ANÍBAL FERREIRA GOMES;ANÍBAL GOMES;c5830278-3b13-43b0-8dbd-6b22d04918d2
;1962-03-29;178957;ABEL SALVADOR MESQUITA JUNIOR;ABEL MESQUITA JR.;12f10ca3-2568-4cbc-ba6a-56a5c799eb2f
;1968-05-05;141383;ANTONIO CARLOS MARTINS DE BULHÕES;ANTONIO BULHÕES;01aab937-df9a-4fb6-b751-789b10f77a10
;1969-08-28;192120;ANGELA ALBINO;ANGELA ALBINO;05aae140-c7f5-4c84-aa55-fac7d5d6911e
;1971-02-16;178865;FLAVIO ALVES SABINO;CABO SABINO;461af638-907e-4e3d-a786-6208567bae6c
;1961-11-11;178881;ALUISIO GUIMARAES MENDES FILHO;ALUISIO MENDES;eff1391c-b46a-4f2e-bfce-65f9eddd3b35
;1969-06-20;141335;JOSÉ ROBERTO OLIVEIRA FARO;BETO FARO;f5735090-acbc-4d7b-b4bc-bdcd1c15c92a
;1961-10-17;74378;ASSIS MIGUEL DO COUTO;ASSIS DO COUTO;9aba8810-4581-4f77-ac52-73f353b125ad
;1976-03-30;178938;BENEVENUTO DACIOLO FONSECA DOS SANTOS;CABO DACIOLO;d327aa35-6715-4841-a8df-e7288a767a03
;1979-11-03;93083;CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO;CACÁ LEÃO;a3173bb6-fb1e-4ed7-9182-d0f657ff29b7
;1964-03-06;105112;LUIZ GIONILSON PINHEIRO BORGES;CABUÇU BORGES;8a31f6cd-fc1d-40c4-8fd4-5b03a5e548c6
;1980-04-07;178976;BRUNO COVAS LOPES;BRUNO COVAS;098797ec-2a48-41f8-898c-8b33452ea70c
;1952-08-17;73934;CARLOS ALBERTO CAVALCANTE DE SOUZA;CARLOS SOUZA;69ccdfae-6832-45fe-a9b2-58b0d170fbc8
;1947-03-11;74651;CARLOS DO CARMO ANDRADE MELLES;CARLOS MELLES;d8366b31-40f2-4558-bce3-4c24c8897c1b
;1960-11-21;178900;CARLOS EDUARDO XAVIER MARUN;CARLOS MARUN;59c7bbf5-1b53-471c-8448-8e4f280f52ef
;1957-08-07;74163;CARLOS HUMBERTO MANNATO;CARLOS MANATO;2ea5d284-fb53-4cc1-8891-aa7843c77504
;1961-04-21;178993;CARLOS HENRIQUE AMORIM;CARLOS HENRIQUE GAGUIM;6b2cea53-544d-4dbc-84e2-413132f121e6
;1958-09-01;62881;FRANCISCO DANILO BASTOS FORTE;DANILO FORTE;08f29f51-d0dc-46ac-b318-378e0f7be3d8
;1967-04-21;160528;DANILO JORGE DE BARROS CABRAL;DANILO CABRAL;1cc9126a-dd9b-4be8-8e09-0b4c46743473
;1983-10-23;144523;DANIEL ELIAS CARVALHO VILELA;DANIEL VILELA;0bcb1eba-2805-43e2-8565-959c8b31c187
;1984-07-10;92346;EDUARDO NANTES BOLSONARO;EDUARDO BOLSONARO;95fce76e-e824-4977-8386-bffc05763371
;1958-01-08;178841;JOSÉ CÍCERO SOARES DE ALMEIDA;CÍCERO ALMEIDA;12742186-5bc8-4bd9-932c-fe247f8c6f3c
;1963-03-31;74262;CARLOS HENRIQUE FOCESI SAMPAIO;CARLOS SAMPAIO;15d73351-e972-4a4b-8bae-80ac730513b5
;1958-08-25;74655;EDUARDO LUIZ BARROS BARBOSA;EDUARDO BARBOSA;0328f737-88fc-4325-9e2a-300cec9b9cae
;1957-05-26;134812;EDMILSON BRITO RODRIGUES;EDMILSON RODRIGUES;31fbec5e-1e00-496c-a0f6-5d1e56c34cc5
;1948-01-26;73768;DILCEU JOÃO SPERAFICO;DILCEU SPERAFICO;15a7dab6-461f-4543-929c-93d2e6ed0069
;1972-04-02;178871;EVAIR VIEIRA DE MELO;EVAIR VIEIRA DE MELO;fda9e9b6-791b-4063-92dd-942f1bd28e88
;1978-11-04;178916;DANIEL PIRES COELHO;DANIEL COELHO;e4658aff-e9cd-49a5-a2c5-7c557baa744c
;1968-04-14;178979;ANTONIO FLORIANO PEREIRA PESARO;FLORIANO PESARO;7dd105df-c756-44c3-9a42-7655937beeda
;1953-02-27;191923;FLÁVIO RODRIGUES NOGUEIRA;FLAVIO NOGUEIRA;ecbfdca4-942a-4477-80f1-5f6935e14eea
;1982-06-26;152605;GLAUBER DE MEDEIROS BRAGA;GLAUBER BRAGA;f100aed0-b8f8-42e1-89a2-351d7fbcb69b
;1947-12-21;160649;ESPERIDIÃO AMIN HELOU FILHO;ESPERIDIÃO AMIN;84a09e64-bf05-49c3-b91c-ddfec4fee2e7
;1975-07-01;190149;FABRICIO JOSÉ SATIRO DE OLIVEIRA;FABRICIO OLIVEIRA;99b1944f-c6cd-4128-a4d3-15c7fb9aac78
;1957-06-19;178959;HIRAN MANUEL GONCALVES DA SILVA;HIRAN GONÇALVES;2497fcf9-d994-4c8e-b48e-a4be711b78fc
;1949-05-12;73926;JANETE MARIA GÓES CAPIBERIBE;JANETE CAPIBERIBE;aca6b811-13f6-44ea-9a5a-c5282d37a2aa
;1979-08-22;178917;JOAO FERNANDO PONTUAL COUTINHO;JOÃO FERNANDO COUTINHO;5b3fe908-a9fa-47cb-84cb-a03dc49d26a2
;1977-06-01;66828;FAUSTO RUY PINATO;FAUSTO PINATO;9b2c766a-ba57-44ad-8cd6-19468fa82aeb
;1956-08-24;178907;FRANCISCO ALVES DE AGUIAR;FRANCISCO CHAPADINHA;055e54d4-9a34-4cdf-ae4e-c9b6a933a2bf
;1957-02-21;141464;JOSÉ AIRTON FÉLIX CIRILO DA SILVA;JOSÉ AIRTON CIRILO;b004a190-744c-47e6-af4f-ddffd36adc96
;1957-05-17;74848;JANDIRA FEGHALI;JANDIRA FEGHALI;99a43ef5-ded5-48bf-9792-dd1d74c5cd9c
;1979-03-26;178851;JOZIANE ARAÚJO NASCIMENTO;JOZI ARAÚJO;9a5e3486-1552-476d-a619-fa898782adc3
;1947-12-09;74553;JOSÉ CARLOS ALELUIA COSTA;JOSÉ CARLOS ALELUIA;890ee311-1045-41ee-af3c-d267db92e573
;1981-06-02;178965;JOAO DERLY DE OLIVEIRA NUNES JUNIOR;JOÃO DERLY;e2f3d761-a44a-4bae-bdcb-ddc5b865c410
;1963-05-01;74856;MARIA LAURA MONTEZA DE SOUZA CARNEIRO;LAURA CARNEIRO;b22efa3d-d381-4c89-a6e3-bf92f057be3b
;1978-06-10;178982;LUIZ LAURO FERREIRA FILHO;LUIZ LAURO FILHO;81be1c11-327d-4965-baff-2ec0316df925
;1957-09-12;141487;LUIZ FERNANDO RAMOS FARIA;LUIZ FERNANDO FARIA;f3872356-c9a4-43e7-a342-1281395d1f04
;1969-10-14;81366;LUANA MARIA DA SILVA COSTA;LUANA COSTA;52b845a2-74d8-4732-b21e-0e844e51b709
;1971-02-15;178880;MARCOS ABRAO RORIZ SOARES DE CARVALHO;MARCOS ABRÃO;118687ac-a58d-4f53-bc3e-aea766ff9049
;1960-11-23;74177;MARINHA CÉLIA ROCHA RAUPP DE MATOS;MARINHA RAUPP;52b945a0-5db5-44a4-b13c-61b64dd99165
;1961-06-11;74787;MILTON ANTONIO CASQUEL MONTI;MILTON MONTI;3458f5a3-cf98-42f4-b46a-64bae2b3e39c
;1987-06-12;146788;MARCELO GUILHERME DE ARO FERREIRA;MARCELO ARO;96277a2a-f12c-49ee-a52a-2119d7f1fa4f
;1964-01-29;178985;MIGUEL LOMBARDI;MIGUEL LOMBARDI;32b7704b-7ccb-42a4-9864-0d10fad81f98
;1954-09-30;74158;MÁRIO LÚCIO HERINGER;MÁRIO HERINGER;f1c42f04-a2fd-4602-a9fb-3bf2ec66dd05
;1979-11-11;178896;NEWTON CARDOSO JUNIOR;NEWTON CARDOSO JR;a1aca44b-e25f-4ffa-ba8c-a2280445731d
;1961-07-29;141515;OTAVIO SANTOS SILVA LEITE;OTAVIO LEITE;8f7f8f69-5235-4e9d-a884-ce61d75fd613
;1931-09-03;132056;PAULO SALIM MALUF;PAULO MALUF;0685388c-49fd-42f8-a945-080138e67328
;1972-10-12;160601;MARCO ANTÔNIO FELICIANO;PR. MARCO FELICIANO;f82dcb07-a11b-4620-a5ec-9d7784a861ed
;1947-08-11;74751;NILMÁRIO DE MIRANDA;NILMÁRIO MIRANDA;8e861e50-2971-4725-baf8-4c9cf847a7de
;1958-07-12;73486;DARCI POMPEO DE MATTOS;POMPEO DE MATTOS;81f5e736-f84f-44c6-8f63-f64947aadcc4
;1987-04-08;178879;LUCAS DE CASTRO SANTOS;LUCAS VERGILIO;413a3ac3-bcd0-4bb9-9b49-b03ce2014e06
;1961-10-02;160652;ROBERTO SÉRGIO RIBEIRO COUTINHO TEIXEIRA;ROBERTO TEIXEIRA;47b1d74b-bd7c-4468-982d-bd1d392136bc
;1971-03-12;171620;RENATO BARBOSA DE ANDRADE;RENATO ANDRADE;303105e6-55c1-40f0-aa82-b96dc7db0124
;1978-08-14;178944;ROBERTO DA SILVA SALES;ROBERTO SALES;dc487c48-3d09-4709-a107-2b1fabe26f6a
;1960-01-05;178861;RONALDO CARLETTO;RONALDO CARLETTO;6352fe51-c310-409c-82f4-088130e6973d
;1963-02-09;178990;SAMUEL MOREIRA DA SILVA JUNIOR;SAMUEL MOREIRA;2b913d98-5ab3-4605-937d-ec26e40f09c7
;1950-02-18;73692;OSMAR GASPARINI TERRA;OSMAR TERRA;c1a77e59-28c2-4b3b-9851-d6ea8f98a8e4
;1964-08-31;141522;RAIMUNDO SABINO CASTELO BRANCO MAUÉS;SABINO CASTELO BRANCO;74ae0424-4c3c-4615-b404-7a725b15c9ba
;1954-07-06;178901;TEREZA CRISTINA CORREA DA COSTA DIAS;TEREZA CRISTINA;c5c7c191-13e4-435c-92f9-4387209d3f1d
;1964-01-22;74376;VANDER LUIZ DOS SANTOS LOUBET;VANDER LOUBET;751854d4-1a34-467e-a257-1733509ca504
;1943-10-22;74765;SILAS BRASILEIRO;SILAS BRASILEIRO;aee4edde-a602-4c8e-88b7-b9253b094800
;1955-08-04;141558;WALDIR MARANHÃO CARDOSO;WALDIR MARANHÃO;cbb14715-0305-430d-bc1c-dbf011a2b347
;1954-03-08;160569;WALDENOR ALVES PEREIRA FILHO;WALDENOR PEREIRA;df2a33e0-8cd7-4952-8b5d-d3d4f8f7aa3a
;1976-08-26;137853;WADSON NATHANIEL RIBEIRO;WADSON RIBEIRO;820bb5c1-3dca-49bb-bd6a-00d85d3982fa
;1963-04-11;160630;SÁGUAS MORAES SOUSA;SÁGUAS MORAES;06542a65-3e37-489a-b14d-8f29edd32f86
;1955-05-26;178889;JOSÉ CARLOS NUNES JÚNIOR;ZÉ CARLOS;7b9fcb0c-b186-4b43-b289-476c3a2960dd
;1956-03-09;160515;RONALDO JOSÉ BENEDET;RONALDO BENEDET;c3d3625e-ea63-4afa-8519-86cff2399cdf
;1954-11-27;178949;ZENAIDE MAIA CALADO PEREIRA DOS SANTOS;ZENAIDE MAIA;8fa4ec72-82c0-4868-a76a-ed04e6e57caf
;1950-02-24;178902;JOSE ORCIRIO MIRANDA DOS SANTOS;ZECA DO PT;76097d2b-f224-4ccf-9005-c24f380cb13b
;1950-05-20;141553;VANDERLEI MACRIS;VANDERLEI MACRIS;61884513-cd6d-445c-9a00-3ea457ecee26
;1966-07-21;178923;JOSE CAVALCANTI ALVES JUNIOR;ZECA CAVALCANTI;975d7b68-4473-4651-a477-27517b8697bf
;1944-07-26;73992;YEDA RORATO CRUSIUS;YEDA CRUSIUS;452c2ef9-3696-4f40-819c-dd1be37b3048
;1961-12-21;73931;JOSÉ GERALDO TORRES DA SILVA;ZÉ GERALDO;ad6dcb7b-7111-4e00-8ea9-2b932c07f863
;1959-04-19;160631;WALNEY DA ROCHA CARVALHO;WALNEY ROCHA;3b49df23-c871-4fae-be85-9349330e2238
;1963-05-11;160632;JOSÉ SILVA SOARES;ZÉ SILVA;e9787dec-f1e0-4c2a-a554-ddb4cf785225
;1956-05-06;191945;JOSÉ AUGUSTO NALIN;ZÉ AUGUSTO NALIN;92d7646f-0b61-48ff-bdd0-c234456eab80
;1964-01-16;73930;WLADIMIR AFONSO DA COSTA RABELO;WLADIMIR COSTA;89cd5a89-6ba4-42e4-b2c7-d514d5660239
;1978-06-21;160592;JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA;ZECA DIRCEU;719ae20e-7c84-4767-8f1e-f6f0624cd5ea
;1970-01-16;193066;WILSON SILVA BESERRA;WILSON BESERRA;ab9b54c7-1071-41e5-ab76-ead16e26799c
;1975-12-16;199809;EDERSON DAL MOLIN;XUXU DAL MOLIN;227aa586-736c-43e5-a8aa-ab0200616913
;1972-12-12;74439;WOLNEY QUEIROZ MACIEL;WOLNEY QUEIROZ;fe1660c8-1e36-4a4d-a8cc-33b7b0922eb1
;1968-11-27;141563;WILLIAM BOSS WOO;WILLIAM WOO;b211f117-3a4b-4149-bfc4-571bba56900e
;1961-07-17;141560;WALTER SHINDI IIHOSHI;WALTER IHOSHI;aaa9ca3c-7989-41e5-9485-baa9ed9efc39
;1980-02-27;178952;WALTER PEREIRA ALVES;WALTER ALVES;ab9bb9f5-a5b7-4a7d-ad97-9ff6d82277e3
;1959-05-19;74043;JOSÉ WELLINGTON ROBERTO;WELLINGTON ROBERTO;da0772a1-8e59-4d0e-ac25-846285ee4ff0
;1979-10-08;167493;WEVERTON ROCHA MARQUES DE SOUSA;WEVERTON ROCHA;9baea0e6-e9df-4fb6-a04b-3ece7f0040b9
;1967-04-05;160620;WASHINGTON REIS DE OLIVEIRA;WASHINGTON REIS;514108aa-be67-4968-aab0-c6ebcc3db613
;1989-08-10;160636;JOSÉ WILSON SANTIAGO FILHO;WILSON FILHO;2b57a97d-5db3-405c-bedd-433aa3fb1c5b
;1978-05-15;178869;VITOR PEREIRA VALIM;VITOR VALIM;23b18b97-d11c-46ed-8169-896c71ff7030
;1959-05-18;178992;VITOR LIPPI;VITOR LIPPI;e8fccb5e-7e21-455e-a6a2-b400cb91604e
;1978-07-31;160591;VINICIUS DE AZEVEDO GURGEL;VINICIUS GURGEL;4070654b-a5b5-4dc1-9848-08f87f5f9893
;1979-08-22;178888;CARLOS VICTOR GUTERRES MENDES;VICTOR MENDES;c339b7a0-1f09-49eb-b2da-7d536a0baa2f
;1985-04-11;137070;VICENTE ALVES DE OLIVEIRA JUNIOR;VICENTINHO JÚNIOR;cdc486fd-fa90-4ce2-9ac3-1c9e8547e98a
;1956-04-11;189593;WADIH NEMER DAMOUS FILHO;WADIH DAMOUS;5e385bcb-94be-4940-8335-f09cfe920808
;1966-01-07;141555;VINICIUS RAPOZO DE CARVALHO;VINICIUS CARVALHO;e3fa9616-712b-43c8-9056-044053fcd89f
;1975-08-24;160518;WELITON FERNANDES PRADO;WELITON PRADO;734dbcd1-eb66-4b24-ac70-c911da6a8ac3
;1956-04-08;74283;VICENTE PAULO DA SILVA;VICENTINHO;08188559-f368-4b5d-b2e1-c9fa4b67b3d5
;1959-11-17;160622;VICENTE CÂNDIDO DA SILVA;VICENTE CANDIDO;72545472-9772-4d2a-b11e-4209daadcb53
;1971-11-24;141552;VALTENIR LUIZ PEREIRA;VALTENIR PEREIRA;927e79df-3c9a-4230-bdbb-cabfa2838295
;1964-04-09;113247;VALMIR PRASCIDELLI;VALMIR PRASCIDELLI;c4e54cae-0a61-41f7-aead-7e01a510e443
;1949-10-15;74010;VALDIR COLATTO;VALDIR COLATTO;6a71baef-158f-4269-b65d-b986bcec389e
;1929-05-17;74308;VICENTE FERREIRA DE ARRUDA COELHO;VICENTE ARRUDA;70ad241b-5add-4830-82aa-a6cce30d038f
;1970-07-17;178913;VENEZIANO VITAL DO RÊGO SEGUNDO NETO;VENEZIANO VITAL DO RÊGO;bd150be5-b552-4712-b1f5-10dfba06d9d2
;1993-12-11;194340;AUDIVAL AMÉLIO DA SILVA NETO;VAL AMÉLIO;cf12ea39-cefa-4e29-aa5c-cda24f9431be
;1964-12-17;160610;VALMIR CARLOS DA ASSUNÇÃO;VALMIR ASSUNÇÃO;3a1fcdeb-6f59-4b90-a8f4-5bdf382f2720
;1950-08-31;178934;ANTONIO WANDSCHEER;TONINHO WANDSCHEER;d463e31b-e886-4ebf-85db-fe6e4590d4e7
;1975-04-02;195866;FRANCISCO VAIDON OLIVEIRA;VAIDON OLIVEIRA;c4653838-829e-497b-a26a-3f5a17bacd22
;1960-04-23;160611;ANTÔNIO PINHEIRO JÚNIOR;TONINHO PINHEIRO;0698edbc-7afe-458c-9a02-538d7f357b13
;1992-01-30;178863;ULDURICO ALENCAR PINTO;ULDURICO JUNIOR;f560b04f-8439-4334-ae6c-f2686e605890
;1960-03-21;178898;SERGIO LUCIO DE ALMEIDA;TENENTE LÚCIO;0b1d69e5-2912-4b72-a3e3-65c1d7c2d55b
;1965-05-01;160976;FRANCISCO EVERARDO OLIVEIRA SILVA;TIRIRICA;86d9e3eb-d347-4b47-823e-8bebaf710e41
;1963-04-08;178922;FRANCISCO TADEU BARBOSA DE ALENCAR;TADEU ALENCAR;55fde404-e6b1-4455-817e-0271e56dfa88
;1980-10-01;141384;ANTÔNIO CARLOS VALADARES FILHO;VALADARES FILHO;17c7295e-824b-496f-b235-9c26a841aeda
;1948-04-20;74385;HIDEKAZU TAKAYAMA;TAKAYAMA;3537b64c-c2ce-4abe-9a58-4a9dd967b0a3
;1949-08-27;73831;José Augusto da Silva Curvo;TAMPINHA;be2e1629-8047-4097-aa5f-1bb24030402b
;1962-05-31;177282;LUIZ GONZAGA RIBEIRO;SUBTENENTE GONZAGA;d2fbf58a-385d-498f-a17a-698a9b9afaed
;1976-03-03;92776;STEFANO AGUIAR DOS SANTOS;STEFANO AGUIAR;79d1dc88-b446-48fa-bb5b-3368e237d25f
;1972-06-02;178862;ERONILDES VASCONCELOS CARVALHO;TIA ERON;a5254823-ec75-4d71-8c76-0cadd69fa2ca
;1967-04-06;178911;SIMONE MARIA MORGADO FERREIRA;SIMONE MORGADO;bda06859-ee9d-4566-862d-4edf308703f6
;1935-12-08;73424;SIMÃO SESSIM;SIMÃO SESSIM;d87242cb-8084-42aa-88a0-0b600c41bc3c
;1946-06-01;73560;SILVIO FRANÇA TORRES;SILVIO TORRES;c7b0f208-8316-4721-9b21-7ed1dd4d6cfe
;1956-12-23;4930;SÍLVIO SERAFIM COSTA;SILVIO COSTA;b6c1f0a1-73db-4745-8204-9ff652978ddb
;1958-12-04;178946;SORAYA ALENCAR DOS SANTOS;SORAYA SANTOS;aef3c6ae-a8d9-4ab3-857b-6cee44563d5f
;1962-12-15;74356;SILAS CÂMARA;SILAS CÂMARA;de5d5e17-aacc-4e3c-a192-b3b005a7000c
;1974-07-22;160617;THIAGO MELLO PEIXOTO DA SILVEIRA;THIAGO PEIXOTO;d41172e1-44e1-410b-ad9b-a39059c5f5d2
;1958-01-24;160613;SEBASTIÃO SIBÁ MACHADO OLIVEIRA;SIBÁ MACHADO;3386052b-c620-4cef-a856-75e245ddae67
;1984-04-11;178961;SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA;SHÉRIDAN;8fd74653-fefb-43d2-b8f1-62244738a39e
;1975-01-16;178947;SOSTENES SILVA CAVALCANTE;SÓSTENES CAVALCANTE;a5648343-1a60-4282-8d6c-e579b121c77a
;1957-05-08;178874;ANTONIO SERGIO ALVES VIDIGAL;SERGIO VIDIGAL;b00dfba4-7a85-4913-982a-93934b985012
;1971-01-30;187008;SILAS FREIRE PEREIRA E SILVA;SILAS FREIRE;bcc8070d-6853-426f-8748-ec700fb17547
;1956-05-18;160612;SERGIO ZVEITER;SERGIO ZVEITER;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff
;1958-04-27;141542;SÉRGIO IVAN MORAES;SÉRGIO MORAES;9abc93c7-9a14-46c9-8091-815021bf42f7
;1952-03-14;167614;SEVERINO DE SOUZA SILVA;SEVERINO NINHO;4c176457-eff6-4694-9906-f3efbbd70dd8
;1971-03-13;178933;SERGIO DE SOUZA;SERGIO SOUZA;236eae5f-707b-4670-95d2-0feaf4299092
;1940-06-23;178991;SERGIO BAVINI;SÉRGIO REIS;e8c892f2-f2da-4c4d-a897-d7be5051aa02
;1957-06-14;74210;JOSÉ SARNEY FILHO;SARNEY FILHO;afc0c78d-ac50-4630-993d-57c01c5c9b59
;1972-11-25;160621;SANDRO ALEX CRUZ DE OLIVEIRA;SANDRO ALEX;2693b112-3f84-48af-90ca-28cb87c4630c
;1959-04-28;74372;JOÃO SANDES JÚNIOR;SANDES JÚNIOR;a4c28b5a-8387-4e77-8dee-a40e3655883b
;1956-02-06;74371;RUBENS OTONI GOMIDE;RUBENS OTONI;3063fa14-ef85-4d4f-adea-e3405adb0353
;1948-05-23;73466;RUBENS BUENO;RUBENS BUENO;019bceef-198c-4523-9df7-27c6f799e2f3
;1952-11-23;178935;VALDIR LUIZ ROSSONI;ROSSONI;242d389b-0cdc-4cad-a82c-38894ad7f4ed
;1952-03-26;74762;JOSÉ SARAIVA FELIPE;SARAIVA FELIPE;98c0948c-3ceb-43ef-aae1-e85ace650492
;1961-06-08;73808;SÉRGIO LUÍS LACERDA BRITO;SÉRGIO BRITO;72830c60-2671-4d34-bf7f-ef5a2343fbd1
;1968-08-31;178921;SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR;SEBASTIÃO OLIVEIRA;c71c538b-7d36-49a5-993f-87ba8ab7f21b
;1973-04-22;146949;ROSEANE CAVALCANTE DE FREITAS ESTRELA;ROSINHA DA ADEFAL;67e2137b-bf63-461f-ba62-6006695f2895
;1966-12-11;191684;ROSANGELA APARECIDA DA SILVA BARROS;ROSÂNGELA CURADO;153b2ef8-0434-42e9-a034-e4e43fc6f81a
;1966-12-27;178945;ROSANGELA DE SOUZA GOMES;ROSANGELA GOMES;6f66ea40-59e1-4189-80fc-23d173cf7ed8
;1984-03-16;178887;RUBENS PEREIRA E SILVA JUNIOR;RUBENS PEREIRA JÚNIOR;860c9149-e090-4e92-bb09-ad0d8764fcbc
;1963-02-08;178870;RÔNEY TANIOS NEMER;RÔNEY NEMER;fcb6b195-b559-4e4d-a675-cacd00bd1c93
;1949-04-25;178845;RONALDO AUGUSTO LESSA SANTOS;RONALDO LESSA;7c1995e4-4dec-48be-b1c8-0f224542ba7b
;1978-09-17;198963;ROGÉRIO SILVA SANTOS;ROGÉRIO SILVA;4632265f-abf0-4fbc-a2ab-a895ae2bc3c4
;1965-03-19;141536;RÔMULO JOSÉ DE GOUVEIA;RÔMULO GOUVEIA;51a293ac-3ee1-4a95-ba1f-894abe55adbb
;1978-01-21;122466;RONALDO MANCHADO MARTINS;RONALDO MARTINS;af5dd8dd-af83-48f1-8682-d457bfcfd0ca
;1953-01-27;160651;ROGÉRIO MENDONÇA;ROGÉRIO PENINHA MENDONÇA;64fb2464-058e-43fa-a58c-627aedaa215b
;1963-11-26;141535;ROGÉRIO SIMONETTI MARINHO;ROGÉRIO MARINHO;17a55e16-a13f-47a4-b814-89db6d14a581
;1976-11-03;178897;RODRIGO OTAVIO SOARES PACHECO;RODRIGO PACHECO;a22583b5-4db8-4e61-8834-4581e1a330ff
;1982-08-02;178926;RODRIGO RODRIGUES DE SOUZA MARTINS;RODRIGO MARTINS;6086bdda-a8c1-4d80-befa-4b135464a802
;1970-06-12;74693;RODRIGO FELINTO IBARRA EPITÁCIO MAIA;RODRIGO MAIA;af506f1a-ac54-40ec-9ef7-37dbc4901ba8
;1966-04-25;163321;RONALDO NOGUEIRA DE OLIVEIRA;RONALDO NOGUEIRA;e2ba1aec-4455-4272-a56b-6da3a459feca
;1971-07-15;141531;RODRIGO BATISTA DE CASTRO;RODRIGO DE CASTRO;551df645-567d-4994-b633-864cc65b2697
;1959-04-04;160637;RONALDO FONSECA DE SOUZA;RONALDO FONSECA;0fc881ad-f4a0-43b9-bc53-8587cdbce70e
;1974-05-10;88950;RODRIGO GARCIA;RODRIGO GARCIA;2fdff796-f474-47d6-93af-97f28bc47c3b
;1966-11-13;141532;RODRIGO SANTOS DA ROCHA LOURES;ROCHA LOURES;b0674792-ac53-41f8-b46b-c7a7161a9e89
;1965-03-16;91208;ROBINSON SANTOS ALMEIDA;ROBINSON ALMEIDA;d51bb37b-6e70-4037-89d5-df6c8e743a41
;1966-06-22;178995;ANTONIO ROBERTO RODRIGUES GÓES DA SILVA;ROBERTO GÓES;58afa4e2-058d-4bc6-ba9d-d22c09e88513
;1968-10-23;178840;WHERLES FERNANDES DA ROCHA;ROCHA;fddf7a57-ea5b-4205-9b18-130db1530bfa
;1942-04-20;73805;ROBERTO JOÃO PEREIRA FREIRE;ROBERTO FREIRE;9f01ecc6-c701-42f0-af53-77a81ee1cc2d
;1968-08-30;160426;ROGÉRIO SCHUMANN ROSSO;ROGÉRIO ROSSO;d97354c8-b508-4cab-9c5d-aa0bdec85744
;1944-05-24;73674;ROBERTO EGÍDIO BALESTRA;ROBERTO BALESTRA;4cf36356-ca28-46f7-bf70-1c64b1e15874
;1965-10-18;178920;RICARDO TEOBALDO CAVALCANTI;RICARDO TEOBALDO;f6e926ee-70a6-40c1-b42b-1d97e4b4c391
;1968-08-01;160655;RICARDO IZAR JUNIOR;RICARDO IZAR;28032254-47ed-47c8-a8e3-f6fd94d0e909
